indicator,survey_id,survey_mid_calendar_quarter,area_id,area_name,res_type,nosex12m,sexcohab,sexnonreg,sexpaid12m,sex,age_group,n_clusters,n_observations,n_eff_kish,estimate,std_error,ci_lower,ci_upper
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,1,female,Y025_029,4,4,3.076913827753668,0.8119099409854769,0.21155696249409853,0.22222778973362828,0.9848973594636564
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,all,female,Y025_029,101,138,75.65273030564695,0.28461262499163487,0.04773125873514471,0.2008222134127808,0.38645768817180925
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,0,all,all,all,female,Y030_034,106,134,70.37086018557034,0.4843758646262225,0.05329326640198506,0.382078156015509,0.58799985709222935
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,1,all,all,all,female,Y030_034,25,26,15.77576824541318,0.6658601450979938,0.1204885794998966,0.40808471111969896,0.852069912565256
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,0,all,all,female,Y030_034,86,110,59.088437138931354,0.5347003054168326,0.0621820794730308,0.413180384921179,0.6522360586296632
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,1,all,all,female,Y030_034,48,50,26.967973129010307,0.4914752586711776,0.09075466095147212,0.32173439351499195,0.663204636976352
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,0,all,female,Y030_034,71,78,44.21370283368841,0.560307804851143,0.07168237681482699,0.418760290633179,0.6926818584110306
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,1,all,female,Y030_034,67,82,41.5480435319509,0.48136626723507703,0.07668306797820047,0.3370228492158874,0.6288883704969529
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,0,female,Y030_034,121,159,84.76864996528825,0.5291525011782007,0.05000225145760643,0.4312862497189575,0.6248275805774944
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,1,female,Y030_034,1,1,1,0,0,NA,NA
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,all,female,Y030_034,126,172,91.30032147844956,0.471728099062966,0.04387034140908379,0.3874013685420204,0.5576997939709046
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,0,all,all,all,female,Y035_039,101,131,66.61950183332115,0.6600571766325113,0.0515730376857765,0.5530646324605224,0.752880998926506
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,1,all,all,all,female,Y035_039,25,26,14.1654478692438,0.4259236499606623,0.12534324861383264,0.21362220701688936,0.6695661924119726
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,0,all,all,female,Y035_039,83,102,50.34581156873165,0.624075057092117,0.06457129968024905,0.49185898498018354,0.7400693860894242
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,1,all,all,female,Y035_039,50,55,30.930809712706218,0.5919480516934401,0.0878295725469239,0.415652128538125,0.7473817371368705
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,0,all,female,Y035_039,72,84,45.6370919998149,0.538344508638126,0.06975839111235771,0.40216522970707536,0.6690321674490403
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,1,all,female,Y035_039,64,73,35.02989383444341,0.7019215697037562,0.06467513340861475,0.5623274728472586,0.811886747661086
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,0,female,Y035_039,115,155,79.30278301453777,0.6097677993774834,0.05026327282532146,0.5080807628356174,0.7027330834770199
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,1,female,Y035_039,2,2,1.6810342998227896,1,0,NA,NA
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,all,female,Y035_039,125,173,83.23851589867157,0.5151759350177705,0.04625807861537484,0.4250029790093282,0.6043715068173194
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,0,all,all,all,female,Y040_044,62,76,37.11142865120219,0.6590115482502676,0.07094397749623496,0.510028668594167,0.7820520183176833
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,1,all,all,all,female,Y040_044,22,24,15.505926042545802,0.6314579119637597,0.1312536533977347,0.3619419701352164,0.8380646527380978
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,0,all,all,female,Y040_044,53,62,36.247770707675514,0.6517197180775263,0.08733272669252463,0.4681670835335981,0.7991063177854908
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,1,all,all,female,Y040_044,35,38,16.86553853798796,0.6494709076989176,0.11388641079797562,0.4100496841555042,0.83162509553419794
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,0,all,female,Y040_044,58,66,34.35954056732899,0.6280622372857817,0.08570854485047803,0.4513534294181348,0.7760908561893181
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,1,all,female,Y040_044,30,34,18.535693948034982,0.7004039931920328,0.1180013036457733,0.4370970756025629,0.8755988506295841
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,0,female,Y040_044,75,97,51.13504559006846,0.6545997783429167,0.06670588168390618,0.515263438333256,0.7716352270945799
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,1,female,Y040_044,3,3,2.0827844519515715,0.4539601174549182,0.42057129900628326,0.02902632459087929,0.9585419340021004
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,all,female,Y040_044,89,114,59.9002928108652,0.5860024796437953,0.06462491735423856,0.4564524638118617,0.7046542756906348
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,0,all,all,all,female,Y045_049,53,63,40.94876442298277,0.646447827852489,0.06780890851571038,0.5054907618257519,0.7658382621106018
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,1,all,all,all,female,Y045_049,22,23,14.82984965821352,0.7013845526515332,0.12376975524617392,0.42449967312523545,0.8820645663408312
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,0,all,all,female,Y045_049,53,63,40.02103913329935,0.7044780752082695,0.06787756405488199,0.5571714203266638,0.8187257593152188
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,1,all,all,female,Y045_049,19,23,17.757974264183428,0.5032645690610541,0.12342063766532164,0.2779641169586218,0.7272470362201466
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,0,all,female,Y045_049,42,49,31.320967800663674,0.5951563208335828,0.0888965075305061,0.4163431107267704,0.7518399832008482
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,1,all,female,Y045_049,34,37,23.551414457371703,0.7495020248694257,0.0785051085463047,0.5686684200557601,0.8716353326103103
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,0,female,Y045_049,66,83,52.880886535156634,0.6828881815601044,0.06106973874041594,0.5533827259360732,0.7891493486187948
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,1,female,Y045_049,3,3,2.084786554053074,0,0,NA,NA
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,all,female,Y045_049,72,91,57.80156163245704,0.6014333067672349,0.05817203639535386,0.48395694010617624,0.7082863700519898
